Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
ddd,egeqmty1lv,Male,22,"Associates degree",White,Yes,adfa,adfaf,on
100,7rqwccirg8,Male,27,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,usa,on
ADFADF,8ldfff38su,Male,33,"Associates degree",White,Yes,0,ASDFA,on
Ddad,ivr4i5vq4b,Male,33,"Some High School",Black,Yes,0,adf,on
asdfaf,fr8epnwz90,Female,22,"High School Graduate",Other/unknown,Yes,0,33,on
w10056093C.G.,8ilgnem5mw,Male,18,"High School Graduate",White,Yes,0,"United States of America",on
w10068374CG,13la3l8qp7,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10022351_jam,csfpk7whub,Female,18,"High School Graduate",White,Yes,0,"United States of America",on
w980000_lf,5iqf61ok6f,Other,21,"Some College, no degree",White,Yes,0,U.S.,on
w10065817_CEB,esbt7ntuf0,Male,18,"High School Graduate","Asian/Pacific Islander",Yes,0,"United States",on
w10065817_CEB,opx3i7by7w,Male,18,"High School Graduate","Asian/Pacific Islander",Yes,0,"United States",on
w10089076_AG,dn2tw7qhld,Female,18,"High School Graduate",Black,Yes,0,"United States",on
w995669_AML,7y573dzooc,Female,20,"Some College, no degree",White,Yes,0,"United States",on
w10030814_cms,y9j7oel6i2,Male,18,"High School Graduate",White,Yes,0,USA,on
905158TA,onvx4hul36,Female,35,"Bachelors degree",Black,Yes,0,USA,on
905158TA,owhcr7ur6j,Female,35,"Bachelors degree",Black,Yes,0,USA,on
w100181550LKD,kvo6hdes9g,Female,18,"High School Graduate",Black,Yes,0,"United States",on
w10048422AB,bes7sqds8b,Female,19,"Some College, no degree",White,Yes,0,"United States",on
w10059358_arw,rretvymjj3,Female,18,"High School Graduate",White,Yes,0,"United States",on
W10106164HPR,qjhh35oz5s,Male,24,"Associates degree",White,Yes,0,"United States",on
10084195jh,nlmr0t3ap4,Male,18,"High School Graduate",Black,Yes,0,"United States",on
w934494_APK,vzhb7wv7na,Female,24,"Bachelors degree",White,Yes,0,USA,on
w10043024,tt3ocznl5l,Female,18,"Some College, no degree",White,Yes,0,"united states",on
w10046977_ajg,aq48tebm4r,Female,18,"High School Graduate",Black,Yes,0,"United States",on
w10013081,xedqvq5mon,Female,20,"Some College, no degree",Black,Yes,0,"United States",on
w10062352_bow,vys7miuxjh,Female,18,"High School Graduate",White,Yes,0,"United States",on
w10037861HE,rw93gulkn3,Female,19,"Some College, no degree",White,Yes,0,"United States",on
w10084964EB,zboybq7x0f,Female,18,"High School Graduate",Other/unknown,Yes,0,"United States",on
w10068593_SLL,if0bsk3fm7,Female,18,"High School Graduate",Black,Yes,0,"United States",on
w100547_HRO,rpdvw5ogfu,Male,19,"High School Graduate",White,Yes,0,"United States",on
w10088462_kb,wxkjfdbcjm,Female,18,"High School Graduate",White,Yes,0,"United States of America",on
w10096966,djo4tnwx70,Female,40,"Some College, no degree",White,Yes,12,USA,on
