"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JAM.RT","Response.JOL","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
72,"w10029010",11,"JAM Version C","VASE","king","Study1","U",3629,"40",5930,"door",0,"king",0
72,"w10048422AB",11,"JAM Version C","VASE","king","Study1","U",1864,"0",2947,"king",100,"king",1
72,"w10067540jer",11,"JAM Version C","VASE","king","Study1","U",3137,"1",908,"",0,"king",0
72,"w10068374CG",11,"JAM Version C","VASE","king","Study1","U",2106,"0",4153,"king",100,"king",1
72,"w10104941_mrp",11,"JAM Version C","VASE","king","Study1","U",2054,"0",2519,"",0,"king",0
72,"5f3fafc56486990342802c9f",11,"JAM Version C","VASE","king","Study1","U",15745,"25",9600,"plane",22.222222222222,"king",0
72,"10047038AM",11,"JAM Version C","VASE","king","Study1","U",37218,"5",3614,"king",100,"king",1
72,"5cfcd9157534f400193f4a57",11,"JAM Version C","VASE","king","Study1","U",2917,"0",6195,"water",0,"king",0
73,"w100547_HRO",11,"JAM Version C","WAR","revolution","Study1","B",3311,"50",2332,"",0,"revolution",0
73,"10047038AM",11,"JAM Version C","WAR","revolution","Study1","B",10352,"45",5926,"revolution",100,"revolution",1
73,"w10104941_mrp",11,"JAM Version C","WAR","revolution","Study1","B",7188,"55",4822,"revolution",100,"revolution",1
73,"5cfcd9157534f400193f4a57",11,"JAM Version C","WAR","revolution","Study1","B",4561,"35",2922,"revolution",100,"revolution",1
73,"w10049640",11,"JAM Version C","WAR","revolution","Study1","B",1945,"85",3536,"seize",26.666666666667,"revolution",0
73,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WAR","revolution","Study1","B",2604,"20",8147,"revolution",100,"revolution",1
73,"w10059558_rch",11,"JAM Version C","WAR","revolution","Study1","B",3616,"79",5770,"civil",13.333333333333,"revolution",0
73,"w10067540jer",11,"JAM Version C","WAR","revolution","Study1","B",2967,"75",6450,"revolution",100,"revolution",1
73,"w10068374CG",11,"JAM Version C","WAR","revolution","Study1","B",4796,"56",5730,"revolution",100,"revolution",1
73,"w10049766_AYN",11,"JAM Version C","WAR","revolution","Study1","B",5529,"50",4392,"revolution",100,"revolution",1
73,"w10048422AB",11,"JAM Version C","WAR","revolution","Study1","B",4607,"30",4129,"revolution",100,"revolution",1
73,"5f3fafc56486990342802c9f",11,"JAM Version C","WAR","revolution","Study1","B",6802,"70",4265,"",0,"revolution",0
73,"w10029010",11,"JAM Version C","WAR","revolution","Study1","B",4024,"95",19414,"end",30.769230769231,"revolution",0
74,"w10049640",11,"JAM Version C","WASP","bug","Study1","F",6647,"85",2646,"buzz",57.142857142857,"bug",1
74,"w10059558_rch",11,"JAM Version C","WASP","bug","Study1","F",3597,"45",2487,"bug",100,"bug",1
74,"w10067540jer",11,"JAM Version C","WASP","bug","Study1","F",8984,"55",7648,"sting",25,"bug",0
74,"w100547_HRO",11,"JAM Version C","WASP","bug","Study1","F",13784,"10",2953,"bug",100,"bug",1
74,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WASP","bug","Study1","F",2398,"30",3935,"sting",25,"bug",0
74,"w10049766_AYN",11,"JAM Version C","WASP","bug","Study1","F",12070,"85",6539,"bug",100,"bug",1
74,"10047038AM",11,"JAM Version C","WASP","bug","Study1","F",6597,"50",4132,"bee",33.333333333333,"bug",1
74,"w10029010",11,"JAM Version C","WASP","bug","Study1","F",3922,"95",4421,"sting",25,"bug",0
74,"5cfcd9157534f400193f4a57",11,"JAM Version C","WASP","bug","Study1","F",4792,"10",2831,"sting",25,"bug",0
74,"w10048422AB",11,"JAM Version C","WASP","bug","Study1","F",8670,"13",2005,"sting",25,"bug",0
74,"w10068374CG",11,"JAM Version C","WASP","bug","Study1","F",8018,"93",8051,"bug",100,"bug",1
74,"w10104941_mrp",11,"JAM Version C","WASP","bug","Study1","F",4246,"100",3452,"bug",100,"bug",1
74,"5f3fafc56486990342802c9f",11,"JAM Version C","WASP","bug","Study1","F",5121,"65",2089,"",0,"bug",0
75,"w100547_HRO",11,"JAM Version C","WASTE","dump","Study1","S",3084,"90",1481,"",0,"dump",0
75,"10047038AM",11,"JAM Version C","WASTE","dump","Study1","S",3090,"70",2580,"",0,"dump",0
75,"w10048422AB",11,"JAM Version C","WASTE","dump","Study1","S",7496,"6",2479,"",0,"dump",0
75,"w10059558_rch",11,"JAM Version C","WASTE","dump","Study1","S",3138,"3",3837,"trash",0,"dump",0
75,"w10049640",11,"JAM Version C","WASTE","dump","Study1","S",2907,"87",3878,"garbage",0,"dump",0
75,"w10049766_AYN",11,"JAM Version C","WASTE","dump","Study1","S",6753,"95",2896,"",0,"dump",0
75,"w10067540jer",11,"JAM Version C","WASTE","dump","Study1","S",2467,"95",767,"",0,"dump",0
75,"w10068374CG",11,"JAM Version C","WASTE","dump","Study1","S",6660,"27",2943,"dump",100,"dump",1
75,"5cfcd9157534f400193f4a57",11,"JAM Version C","WASTE","dump","Study1","S",8832,"45",3463,"dump",100,"dump",1
75,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WASTE","dump","Study1","S",8233,"20",4738,"",0,"dump",0
75,"5f3fafc56486990342802c9f",11,"JAM Version C","WASTE","dump","Study1","S",9718,"80",19302,"",0,"dump",0
75,"w10104941_mrp",11,"JAM Version C","WASTE","dump","Study1","S",1736,"100",1961,"",0,"dump",0
75,"w10029010",11,"JAM Version C","WASTE","dump","Study1","S",3956,"70",4622,"trash",0,"dump",0
76,"w10059558_rch",11,"JAM Version C","WATER","bridge","Study1","B",3273,"60",3367," ",0,"bridge",0
76,"10047038AM",11,"JAM Version C","WATER","bridge","Study1","B",23827,"5",54279,"drink",36.363636363636,"bridge",0
76,"w10049766_AYN",11,"JAM Version C","WATER","bridge","Study1","B",9692,"40",3786,"drink",36.363636363636,"bridge",0
76,"w100547_HRO",11,"JAM Version C","WATER","bridge","Study1","B",3140,"40",1444,"",0,"bridge",0
76,"w10068374CG",11,"JAM Version C","WATER","bridge","Study1","B",8133,"32",4708,"",0,"bridge",0
76,"5cfcd9157534f400193f4a57",11,"JAM Version C","WATER","bridge","Study1","B",5878,"8",6399,"bridge",100,"bridge",1
76,"w10067540jer",11,"JAM Version C","WATER","bridge","Study1","B",4366,"52",6004,"",0,"bridge",0
76,"w10049640",11,"JAM Version C","WATER","bridge","Study1","B",1874,"0",3029,"",0,"bridge",0
76,"w10029010",11,"JAM Version C","WATER","bridge","Study1","B",3173,"90",7811,"drink",36.363636363636,"bridge",0
76,"w10104941_mrp",11,"JAM Version C","WATER","bridge","Study1","B",3989,"90",2405,"",0,"bridge",0
76,"w10048422AB",11,"JAM Version C","WATER","bridge","Study1","B",5895,"20",3293,"",0,"bridge",0
76,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WATER","bridge","Study1","B",3041,"80",5146,"",0,"bridge",0
76,"5f3fafc56486990342802c9f",11,"JAM Version C","WATER","bridge","Study1","B",11598,"85",4530,"",0,"bridge",0
77,"w100547_HRO",11,"JAM Version C","WIND","blow","Study1","S",8062,"80",1574,"blow",100,"blow",1
77,"w10049640",11,"JAM Version C","WIND","blow","Study1","S",1543,"95",2079,"blow",100,"blow",1
77,"5cfcd9157534f400193f4a57",11,"JAM Version C","WIND","blow","Study1","S",19610,"10",2572,"blow",100,"blow",1
77,"w10049766_AYN",11,"JAM Version C","WIND","blow","Study1","S",5326,"70",3851,"air",0,"blow",0
77,"w10059558_rch",11,"JAM Version C","WIND","blow","Study1","S",3540,"40",1809,"blow",100,"blow",1
77,"5f3fafc56486990342802c9f",11,"JAM Version C","WIND","blow","Study1","S",6723,"95",9020,"blow",100,"blow",1
77,"10047038AM",11,"JAM Version C","WIND","blow","Study1","S",16007,"80",23569,"strong",20,"blow",0
77,"w10067540jer",11,"JAM Version C","WIND","blow","Study1","S",4341,"70",459,"",0,"blow",0
77,"w10048422AB",11,"JAM Version C","WIND","blow","Study1","S",9567,"3",3645,"blow",100,"blow",1
77,"w10029010",11,"JAM Version C","WIND","blow","Study1","S",10542,"95",6069,"blow",100,"blow",1
77,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WIND","blow","Study1","S",5434,"70",3126,"",0,"blow",0
77,"w10068374CG",11,"JAM Version C","WIND","blow","Study1","S",3028,"46",2261,"blow",100,"blow",1
77,"w10104941_mrp",11,"JAM Version C","WIND","blow","Study1","S",3550,"90",5076,"blow",100,"blow",1
78,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WOMAN","lift","Study1","U",3400,"2",3269,"mn",0,"lift",0
78,"w10059558_rch",11,"JAM Version C","WOMAN","lift","Study1","U",3622,"21",3554,"strong",20,"lift",0
78,"w10049640",11,"JAM Version C","WOMAN","lift","Study1","U",24287,"0",3306,"dress",0,"lift",0
78,"10047038AM",11,"JAM Version C","WOMAN","lift","Study1","U",5771,"5",3052,"lift",100,"lift",1
78,"w10049766_AYN",11,"JAM Version C","WOMAN","lift","Study1","U",4877,"0",3549,"man",0,"lift",0
78,"5cfcd9157534f400193f4a57",11,"JAM Version C","WOMAN","lift","Study1","U",8017,"1",11584,"femine",20,"lift",0
78,"w100547_HRO",11,"JAM Version C","WOMAN","lift","Study1","U",5426,"35",2540,"",0,"lift",0
78,"5f3fafc56486990342802c9f",11,"JAM Version C","WOMAN","lift","Study1","U",5758,"60",9366,"lift",100,"lift",1
78,"w10048422AB",11,"JAM Version C","WOMAN","lift","Study1","U",4076,"24",5527,"lift",100,"lift",1
78,"w10068374CG",11,"JAM Version C","WOMAN","lift","Study1","U",3449,"0",6677,"lift",100,"lift",1
78,"w10104941_mrp",11,"JAM Version C","WOMAN","lift","Study1","U",1602,"0",2168,"lift",100,"lift",1
78,"w10067540jer",11,"JAM Version C","WOMAN","lift","Study1","U",2632,"45",503,"",0,"lift",0
78,"w10029010",11,"JAM Version C","WOMAN","lift","Study1","U",4304,"50",8252,"lady",25,"lift",0
79,"w10049766_AYN",11,"JAM Version C","WORD","sentence","Study1","F",6802,"40",14590,"sentence",100,"sentence",1
79,"5cfcd9157534f400193f4a57",11,"JAM Version C","WORD","sentence","Study1","F",4113,"30",3668,"speak",30.769230769231,"sentence",0
79,"10047038AM",11,"JAM Version C","WORD","sentence","Study1","F",6734,"40",6384,"sentence",100,"sentence",1
79,"w10059558_rch",11,"JAM Version C","WORD","sentence","Study1","F",3467,"80",1782,"game",16.666666666667,"sentence",0
79,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WORD","sentence","Study1","F",2809,"36",4594,"",0,"sentence",0
79,"w10068374CG",11,"JAM Version C","WORD","sentence","Study1","F",4435,"45",5328,"sentence",100,"sentence",1
79,"w10049640",11,"JAM Version C","WORD","sentence","Study1","F",2868,"23",1626,"find",16.666666666667,"sentence",0
79,"w100547_HRO",11,"JAM Version C","WORD","sentence","Study1","F",3770,"99",936,"",0,"sentence",0
79,"w10048422AB",11,"JAM Version C","WORD","sentence","Study1","F",4483,"14",9790,"sentence ",100,"sentence",1
79,"5f3fafc56486990342802c9f",11,"JAM Version C","WORD","sentence","Study1","F",21918,"85",8310,"sentences",94.117647058824,"sentence",1
79,"w10104941_mrp",11,"JAM Version C","WORD","sentence","Study1","F",3104,"100",5711,"",0,"sentence",0
79,"w10067540jer",11,"JAM Version C","WORD","sentence","Study1","F",3505,"96",39176,"",0,"sentence",0
79,"w10029010",11,"JAM Version C","WORD","sentence","Study1","F",5443,"95",7106,"sentence",100,"sentence",1
80,"10047038AM",11,"JAM Version C","WOULD","cash","Study1","U",5679,"2",2106,"could",22.222222222222,"cash",0
80,"w10059558_rch",11,"JAM Version C","WOULD","cash","Study1","U",3285,"1",3373,"",0,"cash",0
80,"5d3d82ce29130a00195cd74f",11,"JAM Version C","WOULD","cash","Study1","U",2100,"0",1405,"",0,"cash",0
80,"5cfcd9157534f400193f4a57",11,"JAM Version C","WOULD","cash","Study1","U",8520,"0",12709,"wood",0,"cash",0
80,"w10049766_AYN",11,"JAM Version C","WOULD","cash","Study1","U",2988,"0",6332,"",0,"cash",0
80,"w100547_HRO",11,"JAM Version C","WOULD","cash","Study1","U",3877,"20",1344,"",0,"cash",0
80,"w10048422AB",11,"JAM Version C","WOULD","cash","Study1","U",2155,"0",1130,"",0,"cash",0
80,"w10104941_mrp",11,"JAM Version C","WOULD","cash","Study1","U",2695,"0",7707,"fight",22.222222222222,"cash",0
80,"w10049640",11,"JAM Version C","WOULD","cash","Study1","U",2362,"0",1709,"could",22.222222222222,"cash",0
80,"w10067540jer",11,"JAM Version C","WOULD","cash","Study1","U",3517,"20",768,"",0,"cash",0
80,"5f3fafc56486990342802c9f",11,"JAM Version C","WOULD","cash","Study1","U",5023,"30",2637,"",0,"cash",0
80,"w10029010",11,"JAM Version C","WOULD","cash","Study1","U",6006,"20",5666,"wear",25,"cash",0
80,"w10068374CG",11,"JAM Version C","WOULD","cash","Study1","U",2255,"0",13287,"",0,"cash",0
81,"5cfcd9157534f400193f4a57",11,"JAM Version C","ABLE","crackle","Study2","U",4613,"0",72393,"sure",36.363636363636,"crackle",0
81,"w100547_HRO",11,"JAM Version C","ABLE","crackle","Study2","U",6509,"0",1366,"",0,"crackle",0
81,"w10059558_rch",11,"JAM Version C","ABLE","crackle","Study2","U",2637,"0",3382,"okay",18.181818181818,"crackle",0
81,"5d3d82ce29130a00195cd74f",11,"JAM Version C","ABLE","crackle","Study2","U",2857,"0",3815,"",0,"crackle",0
81,"w10049640",11,"JAM Version C","ABLE","crackle","Study2","U",1585,"0",1444,"find",0,"crackle",0
81,"10047038AM",11,"JAM Version C","ABLE","crackle","Study2","U",3557,"0",7020,"",0,"crackle",0
81,"w10049766_AYN",11,"JAM Version C","ABLE","crackle","Study2","U",1661,"0",3215,"",0,"crackle",0
81,"w10029010",11,"JAM Version C","ABLE","crackle","Study2","U",6964,"90",9460,"too",0,"crackle",0
81,"w10048422AB",11,"JAM Version C","ABLE","crackle","Study2","U",1904,"0",2200,"",0,"crackle",0
81,"w10068374CG",11,"JAM Version C","ABLE","crackle","Study2","U",3789,"0",1150,"",0,"crackle",0
81,"w10067540jer",11,"JAM Version C","ABLE","crackle","Study2","U",1269,"50",153,"",0,"crackle",0
81,"5f3fafc56486990342802c9f",11,"JAM Version C","ABLE","crackle","Study2","U",10794,"55",8891,"capable",57.142857142857,"crackle",0
81,"w10104941_mrp",11,"JAM Version C","ABLE","crackle","Study2","U",2529,"0",2385,"",0,"crackle",0
82,"w100547_HRO",11,"JAM Version C","ACTRESS","star","Study2","F",2363,"80",1447,"star",100,"star",1
82,"5d3d82ce29130a00195cd74f",11,"JAM Version C","ACTRESS","star","Study2","F",3454,"40",3079,"star",100,"star",1
82,"10047038AM",11,"JAM Version C","ACTRESS","star","Study2","F",70552,"75",8749,"",0,"star",0
82,"w10059558_rch",11,"JAM Version C","ACTRESS","star","Study2","F",1092,"67",2100,"girl",25,"star",0
82,"w10049766_AYN",11,"JAM Version C","ACTRESS","star","Study2","F",5081,"80",4603,"star",100,"star",1
82,"w10029010",11,"JAM Version C","ACTRESS","star","Study2","F",3411,"87",5506,"actor",44.444444444444,"star",0
82,"w10049640",11,"JAM Version C","ACTRESS","star","Study2","F",1484,"95",1919,"star",100,"star",1
82,"5cfcd9157534f400193f4a57",11,"JAM Version C","ACTRESS","star","Study2","F",2655,"65",12688,"star",100,"star",1
82,"w10067540jer",11,"JAM Version C","ACTRESS","star","Study2","F",1845,"40",2778,"",0,"star",0
82,"5f3fafc56486990342802c9f",11,"JAM Version C","ACTRESS","star","Study2","F",9858,"65",4711,"starr",88.888888888889,"star",1
82,"w10104941_mrp",11,"JAM Version C","ACTRESS","star","Study2","F",4591,"70",1751,"star",100,"star",1
82,"w10068374CG",11,"JAM Version C","ACTRESS","star","Study2","F",7309,"75",2517,"star",100,"star",1
82,"w10048422AB",11,"JAM Version C","ACTRESS","star","Study2","F",3170,"35",1671,"star",100,"star",1
83,"w100547_HRO",11,"JAM Version C","AIRCRAFT","plane","Study2","F",4344,"99",1549,"plane",100,"plane",1
83,"5d3d82ce29130a00195cd74f",11,"JAM Version C","AIRCRAFT","plane","Study2","F",3707,"44",2649,"pilot",40,"plane",0
83,"10047038AM",11,"JAM Version C","AIRCRAFT","plane","Study2","F",14954,"95",1996,"plane",100,"plane",1
83,"5cfcd9157534f400193f4a57",11,"JAM Version C","AIRCRAFT","plane","Study2","F",2702,"40",21061,"plane",100,"plane",1
83,"w10049766_AYN",11,"JAM Version C","AIRCRAFT","plane","Study2","F",1895,"100",1745,"plane",100,"plane",1
83,"w10059558_rch",11,"JAM Version C","AIRCRAFT","plane","Study2","F",1883,"76",1993,"plane",100,"plane",1
83,"w10029010",11,"JAM Version C","AIRCRAFT","plane","Study2","F",4154,"65",1610,"",0,"plane",0
83,"w10068374CG",11,"JAM Version C","AIRCRAFT","plane","Study2","F",4817,"85",3536,"plane",100,"plane",1
83,"w10048422AB",11,"JAM Version C","AIRCRAFT","plane","Study2","F",4642,"27",5526,"plane",100,"plane",1
83,"w10104941_mrp",11,"JAM Version C","AIRCRAFT","plane","Study2","F",3533,"100",6494,"pilot",40,"plane",0
83,"w10049640",11,"JAM Version C","AIRCRAFT","plane","Study2","F",1336,"95",1698,"plane",100,"plane",1
83,"5f3fafc56486990342802c9f",11,"JAM Version C","AIRCRAFT","plane","Study2","F",7053,"85",11546,"airplane",76.923076923077,"plane",0
83,"w10067540jer",11,"JAM Version C","AIRCRAFT","plane","Study2","F",2777,"100",134,"",0,"plane",0
84,"10047038AM",11,"JAM Version C","AWAY","gone","Study2","S",4230,"80",4884,"gone",100,"gone",1
84,"5cfcd9157534f400193f4a57",11,"JAM Version C","AWAY","gone","Study2","S",3192,"50",2733,"gone",100,"gone",1
84,"w10067540jer",11,"JAM Version C","AWAY","gone","Study2","S",1529,"30",4795,"gone",100,"gone",1
84,"w100547_HRO",11,"JAM Version C","AWAY","gone","Study2","S",2877,"50",3026,"",0,"gone",0
84,"w10049766_AYN",11,"JAM Version C","AWAY","gone","Study2","S",6446,"80",1688,"gone",100,"gone",1
84,"5d3d82ce29130a00195cd74f",11,"JAM Version C","AWAY","gone","Study2","S",6887,"20",2186,"gone",100,"gone",1
84,"w10104941_mrp",11,"JAM Version C","AWAY","gone","Study2","S",2855,"90",3392,"gone",100,"gone",1
84,"w10059558_rch",11,"JAM Version C","AWAY","gone","Study2","S",1850,"88",1941,"gone",100,"gone",1
84,"5f3fafc56486990342802c9f",11,"JAM Version C","AWAY","gone","Study2","S",9650,"85",6971,"gone",100,"gone",1
84,"w10048422AB",11,"JAM Version C","AWAY","gone","Study2","S",3598,"15",1507,"",0,"gone",0
84,"w10068374CG",11,"JAM Version C","AWAY","gone","Study2","S",3068,"45",2917,"gone",100,"gone",1
84,"w10049640",11,"JAM Version C","AWAY","gone","Study2","S",2253,"65",1592,"gone",100,"gone",1
84,"w10029010",11,"JAM Version C","AWAY","gone","Study2","S",3662,"88",6447,"gone",100,"gone",1
85,"w10059558_rch",11,"JAM Version C","BALLOON","pop","Study2","F",1228,"78",1927,"pop",100,"pop",1
85,"w10067540jer",11,"JAM Version C","BALLOON","pop","Study2","F",2053,"100",3709,"pop",100,"pop",1
85,"w10049766_AYN",11,"JAM Version C","BALLOON","pop","Study2","F",3135,"90",1509,"pop",100,"pop",1
85,"10047038AM",11,"JAM Version C","BALLOON","pop","Study2","F",8476,"70",3681,"pop",100,"pop",1
85,"w100547_HRO",11,"JAM Version C","BALLOON","pop","Study2","F",3669,"80",1541,"pop",100,"pop",1
85,"w10049640",11,"JAM Version C","BALLOON","pop","Study2","F",1671,"95",1690,"pop",100,"pop",1
85,"5d3d82ce29130a00195cd74f",11,"JAM Version C","BALLOON","pop","Study2","F",9060,"50",3650,"pop",100,"pop",1
85,"w10068374CG",11,"JAM Version C","BALLOON","pop","Study2","F",4935,"85",1989,"pop",100,"pop",1
85,"5cfcd9157534f400193f4a57",11,"JAM Version C","BALLOON","pop","Study2","F",6140,"20",2118,"float",25,"pop",0
85,"w10029010",11,"JAM Version C","BALLOON","pop","Study2","F",4392,"90",631,"",0,"pop",0
85,"w10048422AB",11,"JAM Version C","BALLOON","pop","Study2","F",86449,"12",1912,"fall",0,"pop",0
85,"w10104941_mrp",11,"JAM Version C","BALLOON","pop","Study2","F",3970,"80",3020,"pop",100,"pop",1
85,"5f3fafc56486990342802c9f",11,"JAM Version C","BALLOON","pop","Study2","F",8701,"85",3363,"pop",100,"pop",1
86,"w100547_HRO",11,"JAM Version C","BANG","fuzzy","Study2","U",1878,"0",1208,"",0,"fuzzy",0
86,"10047038AM",11,"JAM Version C","BANG","fuzzy","Study2","U",2211,"2",5655,"furry",60,"fuzzy",1
86,"w10059558_rch",11,"JAM Version C","BANG","fuzzy","Study2","U",2097,"8",1556,"bang",0,"fuzzy",0
86,"w10067540jer",11,"JAM Version C","BANG","fuzzy","Study2","U",2624,"30",278,"",0,"fuzzy",0
86,"w10068374CG",11,"JAM Version C","BANG","fuzzy","Study2","U",4500,"0",6410,"noise",0,"fuzzy",0
86,"5cfcd9157534f400193f4a57",11,"JAM Version C","BANG","fuzzy","Study2","U",9805,"0",2750,"pop",0,"fuzzy",0
86,"5d3d82ce29130a00195cd74f",11,"JAM Version C","BANG","fuzzy","Study2","U",3414,"0",2387,"loud",22.222222222222,"fuzzy",0
86,"w10048422AB",11,"JAM Version C","BANG","fuzzy","Study2","U",31512,"0",1689,"",0,"fuzzy",0
86,"w10049640",11,"JAM Version C","BANG","fuzzy","Study2","U",2184,"0",25824,"loud",22.222222222222,"fuzzy",0
86,"5f3fafc56486990342802c9f",11,"JAM Version C","BANG","fuzzy","Study2","U",6548,"35",3380,"",0,"fuzzy",0
86,"w10049766_AYN",11,"JAM Version C","BANG","fuzzy","Study2","U",1485,"0",7426,"",0,"fuzzy",0
86,"w10104941_mrp",11,"JAM Version C","BANG","fuzzy","Study2","U",2796,"0",4573,"fuzzy",100,"fuzzy",1
86,"w10029010",11,"JAM Version C","BANG","fuzzy","Study2","U",3426,"90",10165,"down",0,"fuzzy",0
87,"w10059558_rch",11,"JAM Version C","BANKER","money","Study2","F",463,"8",2190,"money",100,"money",1
87,"10047038AM",11,"JAM Version C","BANKER","money","Study2","F",13391,"95",2513,"money",100,"money",1
87,"5cfcd9157534f400193f4a57",11,"JAM Version C","BANKER","money","Study2","F",5866,"50",3400,"money",100,"money",1
87,"w10049766_AYN",11,"JAM Version C","BANKER","money","Study2","F",3112,"80",4358,"money",100,"money",1
87,"w10068374CG",11,"JAM Version C","BANKER","money","Study2","F",4181,"85",3116,"money",100,"money",1
87,"w100547_HRO",11,"JAM Version C","BANKER","money","Study2","F",2092,"90",1710,"money",100,"money",1
87,"w10104941_mrp",11,"JAM Version C","BANKER","money","Study2","F",2807,"100",3095,"money",100,"money",1
87,"w10048422AB",11,"JAM Version C","BANKER","money","Study2","F",99297,"20",2314,"money",100,"money",1
87,"w10067540jer",11,"JAM Version C","BANKER","money","Study2","F",2263,"30",98,"",0,"money",0
87,"w10029010",11,"JAM Version C","BANKER","money","Study2","F",6550,"89",4741,"teller",18.181818181818,"money",0
87,"5d3d82ce29130a00195cd74f",11,"JAM Version C","BANKER","money","Study2","F",2352,"50",2226,"money",100,"money",1
87,"5f3fafc56486990342802c9f",11,"JAM Version C","BANKER","money","Study2","F",4930,"75",18790,"",0,"money",0
87,"w10049640",11,"JAM Version C","BANKER","money","Study2","F",976,"95",408,"",0,"money",0
88,"w100547_HRO",11,"JAM Version C","BRACELET","wrist","Study2","S",2390,"80",1493,"wrist",100,"wrist",1
88,"w10059558_rch",11,"JAM Version C","BRACELET","wrist","Study2","S",2571,"88",2539,"wrist",100,"wrist",1
88,"w10049766_AYN",11,"JAM Version C","BRACELET","wrist","Study2","S",2941,"90",2006,"wrist",100,"wrist",1
88,"w10048422AB",11,"JAM Version C","BRACELET","wrist","Study2","S",3787,"20",3185,"wrist",100,"wrist",1
88,"5cfcd9157534f400193f4a57",11,"JAM Version C","BRACELET","wrist","Study2","S",4279,"15",3997,"wrist",100,"wrist",1
88,"5d3d82ce29130a00195cd74f",11,"JAM Version C","BRACELET","wrist","Study2","S",3453,"50",2375,"wrist",100,"wrist",1
88,"5f3fafc56486990342802c9f",11,"JAM Version C","BRACELET","wrist","Study2","S",8058,"65",6090,"wrist",100,"wrist",1
88,"w10067540jer",11,"JAM Version C","BRACELET","wrist","Study2","S",2951,"100",753,"",0,"wrist",0
88,"w10049640",11,"JAM Version C","BRACELET","wrist","Study2","S",820,"85",2057,"wrist",100,"wrist",1
88,"w10068374CG",11,"JAM Version C","BRACELET","wrist","Study2","S",3855,"65",2796,"wrist",100,"wrist",1
88,"10047038AM",11,"JAM Version C","BRACELET","wrist","Study2","S",3594,"70",3032,"wrist",100,"wrist",1
88,"w10104941_mrp",11,"JAM Version C","BRACELET","wrist","Study2","S",3552,"100",3065,"wrist",100,"wrist",1
88,"w10029010",11,"JAM Version C","BRACELET","wrist","Study2","S",3501,"85",810,"",0,"wrist",0
89,"w10068374CG",11,"JAM Version C","BRAWL","fight","Study2","F",7034,"75",5031,"fight",100,"fight",1
89,"w10104941_mrp",11,"JAM Version C","BRAWL","fight","Study2","F",2727,"95",3917,"fight",100,"fight",1
89,"w10059558_rch",11,"JAM Version C","BRAWL","fight","Study2","F",1659,"7",1743,"fight",100,"fight",1
89,"10047038AM",11,"JAM Version C","BRAWL","fight","Study2","F",4334,"70",6712,"fight",100,"fight",1
89,"5cfcd9157534f400193f4a57",11,"JAM Version C","BRAWL","fight","Study2","F",3526,"80",1748,"fight",100,"fight",1
89,"5d3d82ce29130a00195cd74f",11,"JAM Version C","BRAWL","fight","Study2","F",3046,"80",5328,"fight",100,"fight",1
89,"w10049766_AYN",11,"JAM Version C","BRAWL","fight","Study2","F",3431,"50",1772,"fight",100,"fight",1
89,"w100547_HRO",11,"JAM Version C","BRAWL","fight","Study2","F",2173,"0",1685,"feud",22.222222222222,"fight",0
89,"w10067540jer",11,"JAM Version C","BRAWL","fight","Study2","F",2402,"30",626,"",0,"fight",0
89,"w10049640",11,"JAM Version C","BRAWL","fight","Study2","F",1585,"85",1460,"fight",100,"fight",1
89,"5f3fafc56486990342802c9f",11,"JAM Version C","BRAWL","fight","Study2","F",12611,"65",6243,"dog",25,"fight",0
89,"w10029010",11,"JAM Version C","BRAWL","fight","Study2","F",3744,"88",5941,"fighting",76.923076923077,"fight",0
89,"w10048422AB",11,"JAM Version C","BRAWL","fight","Study2","F",4616,"20",2040,"fight",100,"fight",1
90,"10047038AM",11,"JAM Version C","BREAKABLE","glass","Study2","F",13085,"70",2753,"glass",100,"glass",1
90,"5cfcd9157534f400193f4a57",11,"JAM Version C","BREAKABLE","glass","Study2","F",2864,"70",2273,"glass",100,"glass",1
90,"w10068374CG",11,"JAM Version C","BREAKABLE","glass","Study2","F",3431,"85",2438,"glass",100,"glass",1
90,"w10104941_mrp",11,"JAM Version C","BREAKABLE","glass","Study2","F",3878,"65",4539,"glass",100,"glass",1
90,"w10059558_rch",11,"JAM Version C","BREAKABLE","glass","Study2","F",651,"43",2321,"glass",100,"glass",1
90,"w10048422AB",11,"JAM Version C","BREAKABLE","glass","Study2","F",13284,"16",20410,"glass",100,"glass",1
90,"5d3d82ce29130a00195cd74f",11,"JAM Version C","BREAKABLE","glass","Study2","F",2810,"30",2733,"glass",100,"glass",1
90,"w100547_HRO",11,"JAM Version C","BREAKABLE","glass","Study2","F",2195,"80",1192,"",0,"glass",0
90,"w10029010",11,"JAM Version C","BREAKABLE","glass","Study2","F",5454,"88",7979,"no",0,"glass",0
90,"w10049640",11,"JAM Version C","BREAKABLE","glass","Study2","F",683,"8",2671,"",0,"glass",0
