"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Study.RT","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"55b3120cfdf99b6ef6263a71",1,"Read Version A","ALLOW","TUCK","Study1","U",1259,7083,"",0,0
"5c608eae6539fe00016e2b0a",1,"Read Version A","ALLOW","TUCK","Study1","U",961,4555,"",0,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","ALLOW","TUCK","Study1","U",3121,15600,"PASS",0,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","ALLOW","TUCK","Study1","U",724,2183,"",0,0
"5da869d41f6136001464cee9",1,"Read Version A","ALLOW","TUCK","Study1","U",4733,3016,"",0,0
"5e6c11183556f0000af780b7",1,"Read Version A","ALLOW","TUCK","Study1","U",1693,6459,"",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","ALLOW","TUCK","Study1","U",2344,11241,"take",50,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","ALLOW","TUCK","Study1","U",3122,8978,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","ALLOW","TUCK","Study1","U",6178,2348,"",0,0
"5eb6d6c86b2e3c071bdd963e",1,"Read Version A","ALLOW","TUCK","Study1","U",792,1501,"",0,0
"5ebdf88d3af71c13b51846fd",1,"Read Version A","ALLOW","TUCK","Study1","U",11589,4750,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","ALLOW","TUCK","Study1","U",1470,4080,"TUCK",100,100
"5eedf5e043cc1623f44baf6e",1,"Read Version A","ALLOW","TUCK","Study1","U",682,16494,"never",0,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",1718,4064,"building",28.571428571429,0
"5c608eae6539fe00016e2b0a",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",1457,5821,"buildings",26.666666666667,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",1367,17046,"PLAN",20,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",968,18543,"design",100,100
"5da869d41f6136001464cee9",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",1485,2823,"Build",18.181818181818,0
"5e6c11183556f0000af780b7",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",3312,8595,"Building",28.571428571429,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",3372,3471,"design",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",2172,10035,"BUILDING",28.571428571429,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",5378,9904,"design",100,100
"5eb6d6c86b2e3c071bdd963e",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",796,2069,"",0,0
"5ebdf88d3af71c13b51846fd",1,"Read Version A","ARCHITECTURE","DESIGN","Study1","S",2807,2645,"Design",100,100
