"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Study.RT","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"5ece8aec61cfc90a2216bf22",1,"Read Version A","ARTERY","BRONZE","Study1","U",2857,10883,"FLOW",20,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BABY","CHILD","Study1","S",1019,2866,"bottle",18.181818181818,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BABY","CHILD","Study1","S",1248,4520,"CLOTHES",33.333333333333,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BABY","CHILD","Study1","S",884,2896,"adult",20,0
"5e6c11183556f0000af780b7",1,"Read Version A","BABY","CHILD","Study1","S",4707,7966,"Child",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BABY","CHILD","Study1","S",2115,3932,"showet",18.181818181818,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","BABY","CHILD","Study1","S",4119,1702,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BABY","CHILD","Study1","S",1777,8914,"toddler",16.666666666667,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BABY","CHILD","Study1","S",1650,4521,"CHILD",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BALL","RACKET","Study1","B",801,2990,"catcher",30.769230769231,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BALL","RACKET","Study1","B",1585,5962,"SPORT",36.363636363636,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BALL","RACKET","Study1","B",719,5097,"catch",36.363636363636,0
"5e6c11183556f0000af780b7",1,"Read Version A","BALL","RACKET","Study1","B",1757,7237,"",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BALL","RACKET","Study1","B",2394,5992,"kick",40,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","BALL","RACKET","Study1","B",2148,1856,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BALL","RACKET","Study1","B",1485,2978,"catcher",30.769230769231,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BALL","RACKET","Study1","B",1860,7894,"BAT",44.444444444444,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BATHROOM","TOILET","Study1","S",2738,7433,"",0,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BATHROOM","TOILET","Study1","S",2184,4535,"KITCHEN",30.769230769231,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BATHROOM","TOILET","Study1","S",1185,2836,"toilet",100,100
"5e6c11183556f0000af780b7",1,"Read Version A","BATHROOM","TOILET","Study1","S",1137,3776,"toilet",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BATHROOM","TOILET","Study1","S",1950,4546,"tap",22.222222222222,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","BATHROOM","TOILET","Study1","S",1927,3148,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BATHROOM","TOILET","Study1","S",8311,1575,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BATHROOM","TOILET","Study1","S",2098,5386,"ROOM",20,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BEGIN","END","Study1","S",1573,1855,"end",100,100
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BEGIN","END","Study1","S",1411,1839,"END",100,100
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BEGIN","END","Study1","S",987,2609,"again",25,0
"5e6c11183556f0000af780b7",1,"Read Version A","BEGIN","END","Study1","S",1346,5272,"Complete",18.181818181818,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BEGIN","END","Study1","S",1807,3612,"end",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","BEGIN","END","Study1","S",2140,2387,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BEGIN","END","Study1","S",3116,2284,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BEGIN","END","Study1","S",1857,10170,"JOB",0,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BITTER","COLD","Study1","F",1524,4770,"lemon",22.222222222222,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BITTER","COLD","Study1","F",2316,7753,"ANGRY",0,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BITTER","COLD","Study1","F",766,2179,"sweet",0,0
"5e6c11183556f0000af780b7",1,"Read Version A","BITTER","COLD","Study1","F",2221,3869,"Cold",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BITTER","COLD","Study1","F",1443,4305,"sour",25,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","BITTER","COLD","Study1","F",3727,9425,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BITTER","COLD","Study1","F",1361,2421,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BITTER","COLD","Study1","F",1439,7594,"SWEET",0,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BLOW","WIND","Study1","S",1499,2852,"wind",100,100
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BLOW","WIND","Study1","S",2776,5748,"UP",0,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BLOW","WIND","Study1","S",925,5257,"air",28.571428571429,0
"5e6c11183556f0000af780b7",1,"Read Version A","BLOW","WIND","Study1","S",1399,3941,"",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BLOW","WIND","Study1","S",2413,9648,"wish",50,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","BLOW","WIND","Study1","S",3992,3044,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BLOW","WIND","Study1","S",1697,3005,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BLOW","WIND","Study1","S",1443,3540,"UP",0,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BRIDGE","WATER","Study1","F",1273,2672,"water",100,100
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BRIDGE","WATER","Study1","F",1669,1666,"WATER",100,100
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BRIDGE","WATER","Study1","F",938,2281,"high",0,0
"5e6c11183556f0000af780b7",1,"Read Version A","BRIDGE","WATER","Study1","F",2949,6047,"Water",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BRIDGE","WATER","Study1","F",1802,12478,"boat",44.444444444444,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","BRIDGE","WATER","Study1","F",4769,3530,"WATER",100,100
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BRIDGE","WATER","Study1","F",20164,2543,"water",100,100
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BRIDGE","WATER","Study1","F",3034,5192,"WATER",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","BUG","WASP","Study1","B",1064,4539,"ant",28.571428571429,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","BUG","WASP","Study1","B",3219,8244,"BITE",0,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","BUG","WASP","Study1","B",1686,4151,"insect",20,0
"5e6c11183556f0000af780b7",1,"Read Version A","BUG","WASP","Study1","B",3381,5741,"Bee",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","BUG","WASP","Study1","B",4304,3843,"wasp",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","BUG","WASP","Study1","B",2950,10281,"HORNET",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","BUG","WASP","Study1","B",1240,1200,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","BUG","WASP","Study1","B",2680,4608,"WASP",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","CASH","WOULD","Study1","U",4629,3147,"money",20,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","CASH","WOULD","Study1","U",2337,3158,"CHEQUE",18.181818181818,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","CASH","WOULD","Study1","U",1583,1937,"money",20,0
"5e6c11183556f0000af780b7",1,"Read Version A","CASH","WOULD","Study1","U",2273,6512,"Machine",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","CASH","WOULD","Study1","U",1966,3667,"king",0,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","CASH","WOULD","Study1","U",2251,2626,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","CASH","WOULD","Study1","U",1449,1469,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","CASH","WOULD","Study1","U",2321,5820,"WAGE",22.222222222222,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","CHISEL","HAMMER","Study1","F",1605,2099,"hammer",100,100
"5ce2eaf7a74ff200195bf799",1,"Read Version A","CHISEL","HAMMER","Study1","F",3560,2260,"ART",44.444444444444,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","CHISEL","HAMMER","Study1","F",992,3557,"chalk",36.363636363636,0
"5e6c11183556f0000af780b7",1,"Read Version A","CHISEL","HAMMER","Study1","F",2921,3247,"Hammer",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","CHISEL","HAMMER","Study1","F",1869,3158,"hammer",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","CHISEL","HAMMER","Study1","F",4631,3388,"HAMMER",100,100
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","CHISEL","HAMMER","Study1","F",3869,4965,"hammer",100,100
"5ece8aec61cfc90a2216bf22",1,"Read Version A","CHISEL","HAMMER","Study1","F",1861,5225,"HAMMER",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","CIRCLE","ROUND","Study1","S",1085,2190,"round",100,100
"5ce2eaf7a74ff200195bf799",1,"Read Version A","CIRCLE","ROUND","Study1","S",3315,4239,"SQUARE",18.181818181818,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","CIRCLE","ROUND","Study1","S",1261,1840,"round",100,100
"5e6c11183556f0000af780b7",1,"Read Version A","CIRCLE","ROUND","Study1","S",600,1933,"",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","CIRCLE","ROUND","Study1","S",2251,3090,"round",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","CIRCLE","ROUND","Study1","S",2542,5125,"ROUND",100,100
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","CIRCLE","ROUND","Study1","S",1163,9158,"round",100,100
"5ece8aec61cfc90a2216bf22",1,"Read Version A","CIRCLE","ROUND","Study1","S",1827,4656,"ROUND",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1426,6482,"wear",20,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1304,3846,"STORE",54.545454545455,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",737,10395,"",0,0
"5e6c11183556f0000af780b7",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",3064,3564,"",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1798,3495,"attire",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",1693,13266,"SHOES",18.181818181818,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",3737,2801,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","CLOTHES","ATTIRE","Study1","B",2381,4089,"ATTIRE",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","CREDIT","CARD","Study1","F",930,3235,"score",44.444444444444,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","CREDIT","CARD","Study1","F",2335,1587,"CARD",100,100
"5d08b2a59b19d00018ad93d4",1,"Read Version A","CREDIT","CARD","Study1","F",632,1908,"card",100,100
"5e6c11183556f0000af780b7",1,"Read Version A","CREDIT","CARD","Study1","F",1190,2861,"Card",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","CREDIT","CARD","Study1","F",1663,2791,"card",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","CREDIT","CARD","Study1","F",3643,3260,"CARD",100,100
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","CREDIT","CARD","Study1","F",2552,4048,"card",100,100
"5ece8aec61cfc90a2216bf22",1,"Read Version A","CREDIT","CARD","Study1","F",1171,2658,"CARD",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DARK","CAVE","Study1","B",1225,4503,"moon",0,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DARK","CAVE","Study1","B",2222,4315,"FOREST",20,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DARK","CAVE","Study1","B",924,1708,"light",0,0
"5e6c11183556f0000af780b7",1,"Read Version A","DARK","CAVE","Study1","B",1740,5577,"Sleep",22.222222222222,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DARK","CAVE","Study1","B",1845,4779,"light",0,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DARK","CAVE","Study1","B",2044,6231,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DARK","CAVE","Study1","B",6047,7993,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DARK","CAVE","Study1","B",2493,6869,"CAVE",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DEATH","BUSINESS","Study1","U",1760,7446,"",0,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DEATH","BUSINESS","Study1","U",3081,5487,"BUSINESS",100,100
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DEATH","BUSINESS","Study1","U",837,2737,"business",100,100
"5e6c11183556f0000af780b7",1,"Read Version A","DEATH","BUSINESS","Study1","U",3475,3434,"business",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DEATH","BUSINESS","Study1","U",2508,4873,"life",33.333333333333,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DEATH","BUSINESS","Study1","U",3865,8247,"BUSINESS",100,100
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DEATH","BUSINESS","Study1","U",4215,2729,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DEATH","BUSINESS","Study1","U",2904,5786,"BUSINESS",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DEBATE","SIGHT","Study1","U",1175,3798,"argue",20,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DEBATE","SIGHT","Study1","U",4202,5922,"DISCUSSION",26.666666666667,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DEBATE","SIGHT","Study1","U",1072,2467,"discussion",26.666666666667,0
"5e6c11183556f0000af780b7",1,"Read Version A","DEBATE","SIGHT","Study1","U",1858,5785,"Conversation",23.529411764706,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DEBATE","SIGHT","Study1","U",1646,3435,"argue",20,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DEBATE","SIGHT","Study1","U",3464,4509,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DEBATE","SIGHT","Study1","U",1467,1416,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DEBATE","SIGHT","Study1","U",1565,4661,"LAW",0,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DELINQUENT","BAD","Study1","F",2179,5765,"late",28.571428571429,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DELINQUENT","BAD","Study1","F",1636,4632,"BOY",33.333333333333,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DELINQUENT","BAD","Study1","F",1170,29253,"bad",100,100
"5e6c11183556f0000af780b7",1,"Read Version A","DELINQUENT","BAD","Study1","F",2018,12049,"Trouble",20,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DELINQUENT","BAD","Study1","F",2819,8820,"man",33.333333333333,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DELINQUENT","BAD","Study1","F",2396,10049,"BAD",100,100
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DELINQUENT","BAD","Study1","F",1275,2380,"bad",100,100
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DELINQUENT","BAD","Study1","F",3096,3179,"BAD",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DIETARY","SACKING","Study1","U",2038,4928,"food",0,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DIETARY","SACKING","Study1","U",3507,5604,"AID",40,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DIETARY","SACKING","Study1","U",968,2365,"milk",18.181818181818,0
"5e6c11183556f0000af780b7",1,"Read Version A","DIETARY","SACKING","Study1","U",2318,21018,"Food",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DIETARY","SACKING","Study1","U",4315,4921,"health",15.384615384615,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DIETARY","SACKING","Study1","U",6709,17524,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DIETARY","SACKING","Study1","U",3260,4490,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DIETARY","SACKING","Study1","U",1400,12329,"HUNGER",30.769230769231,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1750,3809,"hunger",15.384615384615,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DIGESTION","STOMACH","Study1","F",5567,5249,"STOMACH",100,100
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DIGESTION","STOMACH","Study1","F",594,14649,"stomach",100,100
"5e6c11183556f0000af780b7",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1760,6656,"stomach",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DIGESTION","STOMACH","Study1","F",2776,2857,"eat",20,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DIGESTION","STOMACH","Study1","F",1709,3382,"FOOD",18.181818181818,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DIGESTION","STOMACH","Study1","F",6119,4068,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DIGESTION","STOMACH","Study1","F",2407,7598,"COMPLETE",26.666666666667,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1313,5162,"explore",50,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DISCOVER","FLOOR","Study1","U",3543,7283,"WEEKLY",18.181818181818,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DISCOVER","FLOOR","Study1","U",668,2389,"journey",33.333333333333,0
"5e6c11183556f0000af780b7",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1516,2974,"Find",22.222222222222,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DISCOVER","FLOOR","Study1","U",6494,8467,"find",22.222222222222,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1131,2480,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1139,1268,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DISCOVER","FLOOR","Study1","U",1988,10960,"CHANNEL",16.666666666667,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DISCUSSION","TALK","Study1","F",1085,5099,"talk",100,100
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DISCUSSION","TALK","Study1","F",1864,3119,"TALK",100,100
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DISCUSSION","TALK","Study1","F",1788,2479,"talk",100,100
"5e6c11183556f0000af780b7",1,"Read Version A","DISCUSSION","TALK","Study1","F",1067,3642,"Talk",100,100
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DISCUSSION","TALK","Study1","F",1695,4306,"talk",100,100
"5eab00d45a85f509b69b78c2",1,"Read Version A","DISCUSSION","TALK","Study1","F",2240,6312,"DEBATE",20,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DISCUSSION","TALK","Study1","F",1163,2175,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DISCUSSION","TALK","Study1","F",1422,7278,"TALK",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DRINK","SIP","Study1","B",1901,6549,"thristy",20,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DRINK","SIP","Study1","B",2711,4625,"WATER",0,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DRINK","SIP","Study1","B",832,2292,"eat",0,0
"5e6c11183556f0000af780b7",1,"Read Version A","DRINK","SIP","Study1","B",1268,8155,"Wine",28.571428571429,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DRINK","SIP","Study1","B",2002,2898,"water",0,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DRINK","SIP","Study1","B",2737,2673,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DRINK","SIP","Study1","B",3578,5165,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DRINK","SIP","Study1","B",1654,4377,"LAST",28.571428571429,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",2373,3933,"rent",42.857142857143,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",2092,1460,"DATE",28.571428571429,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1443,1676,"date",28.571428571429,0
"5e6c11183556f0000af780b7",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1926,2957,"Date",28.571428571429,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",2267,3293,"date",28.571428571429,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",2165,3090,"DATE",28.571428571429,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1061,1275,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DUE","ASSIGNMENT","Study1","S",1336,5039,"ASSIGNMENT",100,100
"55b3120cfdf99b6ef6263a71",1,"Read Version A","DUMP","WASTE","Study1","S",1200,4002,"trash",40,0
"5ce2eaf7a74ff200195bf799",1,"Read Version A","DUMP","WASTE","Study1","S",3686,2072,"TRUCK",20,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","DUMP","WASTE","Study1","S",9038,2605,"",0,0
"5e6c11183556f0000af780b7",1,"Read Version A","DUMP","WASTE","Study1","S",1035,7443,"Yard",22.222222222222,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","DUMP","WASTE","Study1","S",3406,11098,"junk",0,0
"5eab00d45a85f509b69b78c2",1,"Read Version A","DUMP","WASTE","Study1","S",2281,19579,"",0,0
"5eb2302ce5aa1f381ff740f4",1,"Read Version A","DUMP","WASTE","Study1","S",1270,1324,"",0,0
"5ece8aec61cfc90a2216bf22",1,"Read Version A","DUMP","WASTE","Study1","S",1144,6579,"DOWN",22.222222222222,0
"55b3120cfdf99b6ef6263a71",1,"Read Version A","EDITOR","NEWS","Study1","F",2316,4466,"news",100,100
"5ce2eaf7a74ff200195bf799",1,"Read Version A","EDITOR","NEWS","Study1","F",2437,4259,"CHIEF",22.222222222222,0
"5d08b2a59b19d00018ad93d4",1,"Read Version A","EDITOR","NEWS","Study1","F",1517,14552,"journalist",28.571428571429,0
"5e6c11183556f0000af780b7",1,"Read Version A","EDITOR","NEWS","Study1","F",1202,1696,"",0,0
"5e8209ae9c77a701e51fd83b",1,"Read Version A","EDITOR","NEWS","Study1","F",3627,4034,"news",100,100
