"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Study.RT","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
114,"10084195jh",2,"Read Version B","FURRY","dog","Study2","F",1000,9342,"feather",0,"dog",0
114,"10071305_mkt",2,"Read Version B","FURRY","dog","Study2","F",463,4175,"flufffy",0,"dog",0
115,"982346DJ",2,"Read Version B","FUZZY","bang","Study2","U",5993,11989,"bang",100,"bang",1
115,"w10082599_LD",2,"Read Version B","FUZZY","bang","Study2","U",1879,6544,"",0,"bang",0
115,"w10077356JS",2,"Read Version B","FUZZY","bang","Study2","U",950,4359,"",0,"bang",0
115,"10084195jh",2,"Read Version B","FUZZY","bang","Study2","U",1113,4002,"furry",0,"bang",0
115,"w10085323",2,"Read Version B","FUZZY","bang","Study2","U",859,13026,"friz ",0,"bang",0
115,"5f8f54f056dee01a45a09147",2,"Read Version B","FUZZY","bang","Study2","U",1432,2390,"dog",28.571428571429,"bang",0
115,"5ebecb3f7899980b68a9898a",2,"Read Version B","FUZZY","bang","Study2","U",36688,16229,"bang",100,"bang",1
115,"5ebc9542e7dea50e8451e07b",2,"Read Version B","FUZZY","bang","Study2","U",4823,19431,"bed",28.571428571429,"bang",0
115,"10071305_mkt",2,"Read Version B","FUZZY","bang","Study2","U",504,1399,"",0,"bang",0
115,"10069503MDSA",2,"Read Version B","FUZZY","bang","Study2","U",1061,14334,"bang",100,"bang",1
116,"982346DJ",2,"Read Version B","GIVE","steak","Study2","U",2489,1933,"take",66.666666666667,"steak",0
116,"5f8f54f056dee01a45a09147",2,"Read Version B","GIVE","steak","Study2","U",2153,2075,"",0,"steak",0
116,"w10077356JS",2,"Read Version B","GIVE","steak","Study2","U",2443,2649,"take",66.666666666667,"steak",0
116,"w10082599_LD",2,"Read Version B","GIVE","steak","Study2","U",1655,5470,"",0,"steak",0
116,"10071305_mkt",2,"Read Version B","GIVE","steak","Study2","U",1143,1510,"a",33.333333333333,"steak",0
116,"5ebecb3f7899980b68a9898a",2,"Read Version B","GIVE","steak","Study2","U",5491,19615,"steak",100,"steak",1
116,"10084195jh",2,"Read Version B","GIVE","steak","Study2","U",1353,3354,"take",66.666666666667,"steak",0
116,"w10085323",2,"Read Version B","GIVE","steak","Study2","U",801,6580,"take",66.666666666667,"steak",0
116,"5ebc9542e7dea50e8451e07b",2,"Read Version B","GIVE","steak","Study2","U",3783,3392,"take",66.666666666667,"steak",0
116,"10069503MDSA",2,"Read Version B","GIVE","steak","Study2","U",916,10815,"",0,"steak",0
117,"w10077356JS",2,"Read Version B","GLASS","breakable","Study2","B",6524,3842,"window",0,"breakable",0
117,"10069503MDSA",2,"Read Version B","GLASS","breakable","Study2","B",1186,9334,"breakable ",100,"breakable",1
117,"w10085323",2,"Read Version B","GLASS","breakable","Study2","B",1377,4756,"break",71.428571428571,"breakable",0
117,"5f8f54f056dee01a45a09147",2,"Read Version B","GLASS","breakable","Study2","B",1451,2214,"",0,"breakable",0
117,"w10082599_LD",2,"Read Version B","GLASS","breakable","Study2","B",2219,20355,"breakable ",100,"breakable",1
117,"982346DJ",2,"Read Version B","GLASS","breakable","Study2","B",8230,6109,"breakable",100,"breakable",1
117,"5ebc9542e7dea50e8451e07b",2,"Read Version B","GLASS","breakable","Study2","B",1791,7317,"smash",14.285714285714,"breakable",0
117,"5ebecb3f7899980b68a9898a",2,"Read Version B","GLASS","breakable","Study2","B",4687,13969,"breakable ",100,"breakable",1
117,"10071305_mkt",2,"Read Version B","GLASS","breakable","Study2","B",323,5793,"mirror",13.333333333333,"breakable",0
117,"10084195jh",2,"Read Version B","GLASS","breakable","Study2","B",696,3209,"kid",16.666666666667,"breakable",0
118,"10069503MDSA",2,"Read Version B","GONE","away","Study2","S",1009,6214,"away",100,"away",1
118,"5f8f54f056dee01a45a09147",2,"Read Version B","GONE","away","Study2","S",990,657,"",0,"away",0
118,"w10082599_LD",2,"Read Version B","GONE","away","Study2","S",2226,3922,"away",100,"away",1
118,"5ebc9542e7dea50e8451e07b",2,"Read Version B","GONE","away","Study2","S",2112,1856,"alone",22.222222222222,"away",0
118,"w10077356JS",2,"Read Version B","GONE","away","Study2","S",2482,4776,"left",0,"away",0
118,"10071305_mkt",2,"Read Version B","GONE","away","Study2","S",298,589,"",0,"away",0
118,"w10085323",2,"Read Version B","GONE","away","Study2","S",1497,3099,"away",100,"away",1
118,"982346DJ",2,"Read Version B","GONE","away","Study2","S",5950,6479,"away",100,"away",1
118,"5ebecb3f7899980b68a9898a",2,"Read Version B","GONE","away","Study2","S",5019,53136,"away",100,"away",1
118,"10084195jh",2,"Read Version B","GONE","away","Study2","S",1445,8645,"go",0,"away",0
119,"w10077356JS",2,"Read Version B","HONEST","truthful","Study2","B",2259,3747,"truth",76.923076923077,"truthful",0
119,"10071305_mkt",2,"Read Version B","HONEST","truthful","Study2","B",595,4024,"truth",76.923076923077,"truthful",0
119,"982346DJ",2,"Read Version B","HONEST","truthful","Study2","B",7180,1707,"truth",76.923076923077,"truthful",0
119,"5f8f54f056dee01a45a09147",2,"Read Version B","HONEST","truthful","Study2","B",8727,5536,"",0,"truthful",0
119,"w10082599_LD",2,"Read Version B","HONEST","truthful","Study2","B",2579,1577,"",0,"truthful",0
119,"5ebecb3f7899980b68a9898a",2,"Read Version B","HONEST","truthful","Study2","B",3755,47902,"truthful ",100,"truthful",1
119,"w10085323",2,"Read Version B","HONEST","truthful","Study2","B",1285,3982,"truth",76.923076923077,"truthful",0
119,"5ebc9542e7dea50e8451e07b",2,"Read Version B","HONEST","truthful","Study2","B",2990,2549,"truth",76.923076923077,"truthful",0
119,"10069503MDSA",2,"Read Version B","HONEST","truthful","Study2","B",1110,3119,"lie",18.181818181818,"truthful",0
119,"10084195jh",2,"Read Version B","HONEST","truthful","Study2","B",1063,3707,"truth",76.923076923077,"truthful",0
120,"w10082599_LD",2,"Read Version B","INCENSE","smell","Study2","F",2178,1894,"",0,"smell",0
120,"10071305_mkt",2,"Read Version B","INCENSE","smell","Study2","F",1002,3213,"wax",0,"smell",0
120,"5f8f54f056dee01a45a09147",2,"Read Version B","INCENSE","smell","Study2","F",1259,801,"",0,"smell",0
120,"w10077356JS",2,"Read Version B","INCENSE","smell","Study2","F",3661,7096,"",0,"smell",0
120,"5ebecb3f7899980b68a9898a",2,"Read Version B","INCENSE","smell","Study2","F",6186,13871,"smell",100,"smell",1
120,"w10085323",2,"Read Version B","INCENSE","smell","Study2","F",2892,5644,"smell",100,"smell",1
120,"10084195jh",2,"Read Version B","INCENSE","smell","Study2","F",849,5048,"smell",100,"smell",1
120,"982346DJ",2,"Read Version B","INCENSE","smell","Study2","F",6582,2818,"smell",100,"smell",1
120,"10069503MDSA",2,"Read Version B","INCENSE","smell","Study2","F",1832,2989,"smell",100,"smell",1
120,"5ebc9542e7dea50e8451e07b",2,"Read Version B","INCENSE","smell","Study2","F",2337,1677,"smell",100,"smell",1
121,"10069503MDSA",2,"Read Version B","JUSTICE","maroon","Study2","U",1037,2753,"equal",18.181818181818,"maroon",0
121,"w10082599_LD",2,"Read Version B","JUSTICE","maroon","Study2","U",2737,1883,"",0,"maroon",0
121,"w10077356JS",2,"Read Version B","JUSTICE","maroon","Study2","U",2406,8318,"",0,"maroon",0
121,"5f8f54f056dee01a45a09147",2,"Read Version B","JUSTICE","maroon","Study2","U",1888,852,"",0,"maroon",0
121,"10071305_mkt",2,"Read Version B","JUSTICE","maroon","Study2","U",335,4898,"jury",20,"maroon",0
121,"5ebecb3f7899980b68a9898a",2,"Read Version B","JUSTICE","maroon","Study2","U",5631,26764,"maroon ",100,"maroon",1
121,"982346DJ",2,"Read Version B","JUSTICE","maroon","Study2","U",7604,2763,"peace",18.181818181818,"maroon",0
121,"5ebc9542e7dea50e8451e07b",2,"Read Version B","JUSTICE","maroon","Study2","U",4120,5926,"maroon",100,"maroon",1
121,"w10085323",2,"Read Version B","JUSTICE","maroon","Study2","U",1467,11799,"court",18.181818181818,"maroon",0
121,"10084195jh",2,"Read Version B","JUSTICE","maroon","Study2","U",1557,3227,"revenge",30.769230769231,"maroon",0
122,"10069503MDSA",2,"Read Version B","KEYS","joke","Study2","U",1244,69030,"joke",100,"joke",1
122,"w10085323",2,"Read Version B","KEYS","joke","Study2","U",1831,6190,"joke",100,"joke",1
122,"5f8f54f056dee01a45a09147",2,"Read Version B","KEYS","joke","Study2","U",4952,5410,"joke",100,"joke",1
122,"10071305_mkt",2,"Read Version B","KEYS","joke","Study2","U",345,1253,"",0,"joke",0
122,"982346DJ",2,"Read Version B","KEYS","joke","Study2","U",2780,1900,"house",44.444444444444,"joke",0
122,"5ebc9542e7dea50e8451e07b",2,"Read Version B","KEYS","joke","Study2","U",5845,2403,"joke",100,"joke",1
122,"w10082599_LD",2,"Read Version B","KEYS","joke","Study2","U",2816,7122,"",0,"joke",0
122,"5ebecb3f7899980b68a9898a",2,"Read Version B","KEYS","joke","Study2","U",5842,15910,"joke",100,"joke",1
122,"10084195jh",2,"Read Version B","KEYS","joke","Study2","U",1021,2895,"car",0,"joke",0
122,"w10077356JS",2,"Read Version B","KEYS","joke","Study2","U",13974,5033,"",0,"joke",0
123,"982346DJ",2,"Read Version B","LEASE","toil","Study2","U",6014,5868,"rent",25,"toil",0
123,"5f8f54f056dee01a45a09147",2,"Read Version B","LEASE","toil","Study2","U",4260,1390,"",0,"toil",0
123,"10069503MDSA",2,"Read Version B","LEASE","toil","Study2","U",1243,7849,"toil",100,"toil",1
123,"w10082599_LD",2,"Read Version B","LEASE","toil","Study2","U",2480,5379,"toil ",100,"toil",1
123,"10071305_mkt",2,"Read Version B","LEASE","toil","Study2","U",317,586,"",0,"toil",0
123,"10084195jh",2,"Read Version B","LEASE","toil","Study2","U",1158,2831,"rent",25,"toil",0
123,"5ebecb3f7899980b68a9898a",2,"Read Version B","LEASE","toil","Study2","U",8203,20747,"toil",100,"toil",1
123,"w10077356JS",2,"Read Version B","LEASE","toil","Study2","U",3822,2545,"sign",25,"toil",0
123,"w10085323",2,"Read Version B","LEASE","toil","Study2","U",1415,7403,"rent",25,"toil",0
123,"5ebc9542e7dea50e8451e07b",2,"Read Version B","LEASE","toil","Study2","U",2969,8991,"worry",22.222222222222,"toil",0
124,"5ebecb3f7899980b68a9898a",2,"Read Version B","LISTEN","fiction","Study2","U",4576,15523,"fiction ",100,"fiction",1
124,"10069503MDSA",2,"Read Version B","LISTEN","fiction","Study2","U",1284,11348,"fiction ",100,"fiction",1
124,"w10077356JS",2,"Read Version B","LISTEN","fiction","Study2","U",9174,4452,"active",46.153846153846,"fiction",0
124,"10071305_mkt",2,"Read Version B","LISTEN","fiction","Study2","U",250,1750,"hear",0,"fiction",0
124,"982346DJ",2,"Read Version B","LISTEN","fiction","Study2","U",7534,3289,"hear",0,"fiction",0
124,"5f8f54f056dee01a45a09147",2,"Read Version B","LISTEN","fiction","Study2","U",3295,1197,"",0,"fiction",0
124,"w10082599_LD",2,"Read Version B","LISTEN","fiction","Study2","U",2349,1709,"",0,"fiction",0
124,"w10085323",2,"Read Version B","LISTEN","fiction","Study2","U",1342,4858,"speak",0,"fiction",0
124,"10084195jh",2,"Read Version B","LISTEN","fiction","Study2","U",1006,5177,"hear",0,"fiction",0
124,"5ebc9542e7dea50e8451e07b",2,"Read Version B","LISTEN","fiction","Study2","U",2503,1754,"noise",16.666666666667,"fiction",0
125,"w10077356JS",2,"Read Version B","LITTER","trash","Study2","F",908,2478,"box",0,"trash",0
125,"5f8f54f056dee01a45a09147",2,"Read Version B","LITTER","trash","Study2","F",8419,1055,"",0,"trash",0
125,"10069503MDSA",2,"Read Version B","LITTER","trash","Study2","F",1234,62388,"pollution ",14.285714285714,"trash",0
125,"w10085323",2,"Read Version B","LITTER","trash","Study2","F",1217,3454,"cat",25,"trash",0
125,"10084195jh",2,"Read Version B","LITTER","trash","Study2","F",776,2999,"trash",100,"trash",1
125,"982346DJ",2,"Read Version B","LITTER","trash","Study2","F",2038,2876,"trash",100,"trash",1
125,"w10082599_LD",2,"Read Version B","LITTER","trash","Study2","F",2671,1581,"",0,"trash",0
125,"5ebc9542e7dea50e8451e07b",2,"Read Version B","LITTER","trash","Study2","F",2033,3923,"trash",100,"trash",1
125,"5ebecb3f7899980b68a9898a",2,"Read Version B","LITTER","trash","Study2","F",6121,12162,"dump",0,"trash",0
125,"10071305_mkt",2,"Read Version B","LITTER","trash","Study2","F",648,2181,"trash",100,"trash",1
126,"w10082599_LD",2,"Read Version B","LOAN","sign","Study2","U",2644,1719,"",0,"sign",0
126,"10069503MDSA",2,"Read Version B","LOAN","sign","Study2","U",1683,6218,"sign]",88.888888888889,"sign",1
126,"w10077356JS",2,"Read Version B","LOAN","sign","Study2","U",2889,3216,"sign",100,"sign",1
126,"10084195jh",2,"Read Version B","LOAN","sign","Study2","U",1150,5199,"borrow",0,"sign",0
126,"982346DJ",2,"Read Version B","LOAN","sign","Study2","U",4899,1692,"money",22.222222222222,"sign",0
126,"5f8f54f056dee01a45a09147",2,"Read Version B","LOAN","sign","Study2","U",1510,13577,"",0,"sign",0
126,"w10085323",2,"Read Version B","LOAN","sign","Study2","U",2012,6210,"cash",25,"sign",0
126,"5ebc9542e7dea50e8451e07b",2,"Read Version B","LOAN","sign","Study2","U",1705,1999,"sign",100,"sign",1
126,"5ebecb3f7899980b68a9898a",2,"Read Version B","LOAN","sign","Study2","U",4153,9886,"sign",100,"sign",1
126,"10071305_mkt",2,"Read Version B","LOAN","sign","Study2","U",392,3802,"money",22.222222222222,"sign",0
127,"982346DJ",2,"Read Version B","LOUD","noise","Study2","S",5166,2165,"noise",100,"noise",1
127,"w10077356JS",2,"Read Version B","LOUD","noise","Study2","S",4599,10314,"noisey",90.909090909091,"noise",1
127,"w10082599_LD",2,"Read Version B","LOUD","noise","Study2","S",2459,3851,"noise",100,"noise",1
127,"10084195jh",2,"Read Version B","LOUD","noise","Study2","S",1136,3830,"scream",36.363636363636,"noise",0
127,"w10085323",2,"Read Version B","LOUD","noise","Study2","S",2524,4314,"soft",22.222222222222,"noise",0
127,"10071305_mkt",2,"Read Version B","LOUD","noise","Study2","S",327,836,"",0,"noise",0
127,"5ebecb3f7899980b68a9898a",2,"Read Version B","LOUD","noise","Study2","S",4927,42305,"noise ",100,"noise",1
127,"10069503MDSA",2,"Read Version B","LOUD","noise","Study2","S",806,2276,"bang",22.222222222222,"noise",0
127,"5ebc9542e7dea50e8451e07b",2,"Read Version B","LOUD","noise","Study2","S",1081,7354,"noise",100,"noise",1
127,"5f8f54f056dee01a45a09147",2,"Read Version B","LOUD","noise","Study2","S",2768,792,"",0,"noise",0
128,"w10077356JS",2,"Read Version B","MAIN","scar","Study2","U",2957,2169,"",0,"scar",0
128,"10084195jh",2,"Read Version B","MAIN","scar","Study2","U",827,8468,"side",25,"scar",0
128,"w10082599_LD",2,"Read Version B","MAIN","scar","Study2","U",2648,1566,"",0,"scar",0
128,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MAIN","scar","Study2","U",3619,10952,"",0,"scar",0
128,"10069503MDSA",2,"Read Version B","MAIN","scar","Study2","U",1143,2236,"",0,"scar",0
128,"10071305_mkt",2,"Read Version B","MAIN","scar","Study2","U",572,817,"",0,"scar",0
128,"5f8f54f056dee01a45a09147",2,"Read Version B","MAIN","scar","Study2","U",1559,1015,"",0,"scar",0
128,"w10085323",2,"Read Version B","MAIN","scar","Study2","U",1546,2729,"goal",25,"scar",0
128,"982346DJ",2,"Read Version B","MAIN","scar","Study2","U",5295,7694,"event",0,"scar",0
128,"5ebecb3f7899980b68a9898a",2,"Read Version B","MAIN","scar","Study2","U",6053,14900,"scar",100,"scar",1
129,"w10085323",2,"Read Version B","MASON","jar","Study2","S",840,3576,"jar",100,"jar",1
129,"w10077356JS",2,"Read Version B","MASON","jar","Study2","S",1138,1932,"jar",100,"jar",1
129,"5ebecb3f7899980b68a9898a",2,"Read Version B","MASON","jar","Study2","S",5044,22692,"jar",100,"jar",1
129,"10069503MDSA",2,"Read Version B","MASON","jar","Study2","S",1512,2210,"jar",100,"jar",1
129,"10071305_mkt",2,"Read Version B","MASON","jar","Study2","S",307,1559,"jar",100,"jar",1
129,"10084195jh",2,"Read Version B","MASON","jar","Study2","S",1075,2684,"jar",100,"jar",1
129,"5f8f54f056dee01a45a09147",2,"Read Version B","MASON","jar","Study2","S",2162,2038,"jar",100,"jar",1
129,"w10082599_LD",2,"Read Version B","MASON","jar","Study2","S",2317,4536,"jar",100,"jar",1
129,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MASON","jar","Study2","S",2080,2097,"jar",100,"jar",1
129,"982346DJ",2,"Read Version B","MASON","jar","Study2","S",1315,1666,"jar",100,"jar",1
130,"10069503MDSA",2,"Read Version B","MAZE","election","Study2","U",1265,3328,"corn",50,"election",0
130,"w10077356JS",2,"Read Version B","MAZE","election","Study2","U",1457,6024,"",0,"election",0
130,"982346DJ",2,"Read Version B","MAZE","election","Study2","U",1234,3837,"trail",30.769230769231,"election",0
130,"10071305_mkt",2,"Read Version B","MAZE","election","Study2","U",298,3595,"",0,"election",0
130,"10084195jh",2,"Read Version B","MAZE","election","Study2","U",1093,4356,"runner",14.285714285714,"election",0
130,"w10082599_LD",2,"Read Version B","MAZE","election","Study2","U",2418,3607,"",0,"election",0
130,"w10085323",2,"Read Version B","MAZE","election","Study2","U",1754,16039,"lost",33.333333333333,"election",0
130,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MAZE","election","Study2","U",3726,2845,"election",100,"election",1
130,"5ebecb3f7899980b68a9898a",2,"Read Version B","MAZE","election","Study2","U",4999,23295,"election ",100,"election",1
130,"5f8f54f056dee01a45a09147",2,"Read Version B","MAZE","election","Study2","U",3643,12939,"",0,"election",0
131,"w10082599_LD",2,"Read Version B","MEAT","obtain","Study2","U",2244,1455,"",0,"obtain",0
131,"10084195jh",2,"Read Version B","MEAT","obtain","Study2","U",567,5207,"rice",20,"obtain",0
131,"w10085323",2,"Read Version B","MEAT","obtain","Study2","U",1629,15584,"red",0,"obtain",0
131,"10069503MDSA",2,"Read Version B","MEAT","obtain","Study2","U",1672,6060,"steak",36.363636363636,"obtain",0
131,"5ebecb3f7899980b68a9898a",2,"Read Version B","MEAT","obtain","Study2","U",4478,21419,"obtain ",100,"obtain",1
131,"982346DJ",2,"Read Version B","MEAT","obtain","Study2","U",1785,2251,"obtain",100,"obtain",1
131,"w10077356JS",2,"Read Version B","MEAT","obtain","Study2","U",4386,6044,"",0,"obtain",0
131,"10071305_mkt",2,"Read Version B","MEAT","obtain","Study2","U",340,770,"",0,"obtain",0
131,"5f8f54f056dee01a45a09147",2,"Read Version B","MEAT","obtain","Study2","U",6592,3502,"obtain",100,"obtain",1
131,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MEAT","obtain","Study2","U",2907,1484,"eat",22.222222222222,"obtain",0
132,"10084195jh",2,"Read Version B","MIRROR","children","Study2","U",925,4487,"kid",36.363636363636,"children",0
132,"5ebecb3f7899980b68a9898a",2,"Read Version B","MIRROR","children","Study2","U",5046,19629,"children ",100,"children",1
132,"10071305_mkt",2,"Read Version B","MIRROR","children","Study2","U",282,3591,"own",18.181818181818,"children",0
132,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MIRROR","children","Study2","U",4408,1926,"children",100,"children",1
132,"982346DJ",2,"Read Version B","MIRROR","children","Study2","U",2362,2806,"chidlren",87.5,"children",1
132,"10069503MDSA",2,"Read Version B","MIRROR","children","Study2","U",1401,8352,"children",100,"children",1
132,"w10082599_LD",2,"Read Version B","MIRROR","children","Study2","U",2524,7742,"children",100,"children",1
132,"w10077356JS",2,"Read Version B","MIRROR","children","Study2","U",437,9051,"glass",15.384615384615,"children",0
132,"w10085323",2,"Read Version B","MIRROR","children","Study2","U",1392,4735,"reflection",33.333333333333,"children",0
132,"5f8f54f056dee01a45a09147",2,"Read Version B","MIRROR","children","Study2","U",1850,3813,"child",76.923076923077,"children",0
133,"10084195jh",2,"Read Version B","MOAT","clear","Study2","U",726,5525,"boat",22.222222222222,"clear",0
133,"10069503MDSA",2,"Read Version B","MOAT","clear","Study2","U",1325,14584,"clear ",100,"clear",1
133,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MOAT","clear","Study2","U",2138,2660,"clear",100,"clear",1
133,"5ebecb3f7899980b68a9898a",2,"Read Version B","MOAT","clear","Study2","U",12162,39239,"clear",100,"clear",1
133,"982346DJ",2,"Read Version B","MOAT","clear","Study2","U",5446,2454,"goat",22.222222222222,"clear",0
133,"10071305_mkt",2,"Read Version B","MOAT","clear","Study2","U",368,1543,"",0,"clear",0
133,"w10082599_LD",2,"Read Version B","MOAT","clear","Study2","U",2587,5616,"sink",0,"clear",0
133,"5f8f54f056dee01a45a09147",2,"Read Version B","MOAT","clear","Study2","U",2315,4469,"clear",100,"clear",1
133,"w10085323",2,"Read Version B","MOAT","clear","Study2","U",1406,9428,"boat",22.222222222222,"clear",0
133,"w10077356JS",2,"Read Version B","MOAT","clear","Study2","U",2409,8307,"",0,"clear",0
134,"10084195jh",2,"Read Version B","MONEY","banker","Study2","B",704,11225,"wealth",16.666666666667,"banker",0
134,"10069503MDSA",2,"Read Version B","MONEY","banker","Study2","B",1594,13145,"",0,"banker",0
134,"5ebecb3f7899980b68a9898a",2,"Read Version B","MONEY","banker","Study2","B",3624,26949,"spend ",18.181818181818,"banker",0
134,"982346DJ",2,"Read Version B","MONEY","banker","Study2","B",1592,2658,"banker",100,"banker",1
134,"w10082599_LD",2,"Read Version B","MONEY","banker","Study2","B",2720,1818,"",0,"banker",0
134,"10071305_mkt",2,"Read Version B","MONEY","banker","Study2","B",382,3259,"cash",20,"banker",0
134,"5f8f54f056dee01a45a09147",2,"Read Version B","MONEY","banker","Study2","B",2412,1185,"",0,"banker",0
134,"w10077356JS",2,"Read Version B","MONEY","banker","Study2","B",4167,4136,"green",18.181818181818,"banker",0
134,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MONEY","banker","Study2","B",1851,2219,"buy",22.222222222222,"banker",0
134,"w10085323",2,"Read Version B","MONEY","banker","Study2","B",1024,4354,"cash",20,"banker",0
135,"10084195jh",2,"Read Version B","MULE","donkey","Study2","F",696,5891,"donkey",100,"donkey",1
135,"10071305_mkt",2,"Read Version B","MULE","donkey","Study2","F",284,2180,"donkey",100,"donkey",1
135,"5ebecb3f7899980b68a9898a",2,"Read Version B","MULE","donkey","Study2","F",4290,39293,"donkey ",100,"donkey",1
135,"w10082599_LD",2,"Read Version B","MULE","donkey","Study2","F",2681,2760,"",0,"donkey",0
135,"10069503MDSA",2,"Read Version B","MULE","donkey","Study2","F",986,12254,"donkey ",100,"donkey",1
135,"5ebc9542e7dea50e8451e07b",2,"Read Version B","MULE","donkey","Study2","F",1981,2034,"donkey",100,"donkey",1
135,"982346DJ",2,"Read Version B","MULE","donkey","Study2","F",1525,2367,"donkey",100,"donkey",1
135,"w10085323",2,"Read Version B","MULE","donkey","Study2","F",1043,5126,"donkey",100,"donkey",1
135,"5f8f54f056dee01a45a09147",2,"Read Version B","MULE","donkey","Study2","F",17314,4056,"donkey",100,"donkey",1
135,"w10077356JS",2,"Read Version B","MULE","donkey","Study2","F",5447,3916,"donkey",100,"donkey",1
136,"10071305_mkt",2,"Read Version B","NAME","hate","Study2","U",455,3803,"",0,"hate",0
136,"5ebc9542e7dea50e8451e07b",2,"Read Version B","NAME","hate","Study2","U",2872,12358,"you",0,"hate",0
136,"10084195jh",2,"Read Version B","NAME","hate","Study2","U",1213,11407,"identity",16.666666666667,"hate",0
136,"w10085323",2,"Read Version B","NAME","hate","Study2","U",746,10376,"sign",0,"hate",0
136,"10069503MDSA",2,"Read Version B","NAME","hate","Study2","U",851,5678,"hate",100,"hate",1
136,"5f8f54f056dee01a45a09147",2,"Read Version B","NAME","hate","Study2","U",150881,2026,"",0,"hate",0
136,"5ebecb3f7899980b68a9898a",2,"Read Version B","NAME","hate","Study2","U",7538,39907,"hate",100,"hate",1
136,"w10077356JS",2,"Read Version B","NAME","hate","Study2","U",2047,6738,"",0,"hate",0
136,"982346DJ",2,"Read Version B","NAME","hate","Study2","U",1390,10598,"person",20,"hate",0
136,"w10082599_LD",2,"Read Version B","NAME","hate","Study2","U",1854,1962,"",0,"hate",0
137,"10071305_mkt",2,"Read Version B","OWN","have","Study2","S",366,868,"",0,"have",0
137,"10084195jh",2,"Read Version B","OWN","have","Study2","S",1743,15451,"",0,"have",0
137,"5ebc9542e7dea50e8451e07b",2,"Read Version B","OWN","have","Study2","S",2809,2063,"",0,"have",0
137,"5ebecb3f7899980b68a9898a",2,"Read Version B","OWN","have","Study2","S",9960,8977,"have",100,"have",1
137,"w10085323",2,"Read Version B","OWN","have","Study2","S",986,3987,"buy",0,"have",0
137,"5f8f54f056dee01a45a09147",2,"Read Version B","OWN","have","Study2","S",1584,4696,"",0,"have",0
137,"982346DJ",2,"Read Version B","OWN","have","Study2","S",6356,2110,"mine",25,"have",0
137,"10069503MDSA",2,"Read Version B","OWN","have","Study2","S",939,3674,"",0,"have",0
137,"w10077356JS",2,"Read Version B","OWN","have","Study2","S",2723,3094,"rent",25,"have",0
137,"w10082599_LD",2,"Read Version B","OWN","have","Study2","S",2262,7773,"have",100,"have",1
138,"10084195jh",2,"Read Version B","PHONE","communication","Study2","S",1058,8205,"communication",100,"communication",1
138,"5ebc9542e7dea50e8451e07b",2,"Read Version B","PHONE","communication","Study2","S",2172,2798,"call",23.529411764706,"communication",0
138,"5ebecb3f7899980b68a9898a",2,"Read Version B","PHONE","communication","Study2","S",4755,53986,"communication ",100,"communication",1
138,"10069503MDSA",2,"Read Version B","PHONE","communication","Study2","S",1369,7538,"call",23.529411764706,"communication",0
138,"10071305_mkt",2,"Read Version B","PHONE","communication","Study2","S",250,329,"",0,"communication",0
138,"5f8f54f056dee01a45a09147",2,"Read Version B","PHONE","communication","Study2","S",1933,889,"",0,"communication",0
138,"982346DJ",2,"Read Version B","PHONE","communication","Study2","S",9255,28441,"bill",11.764705882353,"communication",0
138,"w10085323",2,"Read Version B","PHONE","communication","Study2","S",1214,7035,"communication",100,"communication",1
138,"w10077356JS",2,"Read Version B","PHONE","communication","Study2","S",1103,7232,"communication",100,"communication",1
138,"w10082599_LD",2,"Read Version B","PHONE","communication","Study2","S",3088,1736,"",0,"communication",0
139,"10069503MDSA",2,"Read Version B","PLANE","aircraft","Study2","B",1482,7177,"aircraft ",100,"aircraft",1
139,"5ebecb3f7899980b68a9898a",2,"Read Version B","PLANE","aircraft","Study2","B",4640,30246,"aircraft",100,"aircraft",1
139,"982346DJ",2,"Read Version B","PLANE","aircraft","Study2","B",7582,3301,"aircraft",100,"aircraft",1
139,"10071305_mkt",2,"Read Version B","PLANE","aircraft","Study2","B",741,2963,"aircraft",100,"aircraft",1
139,"10084195jh",2,"Read Version B","PLANE","aircraft","Study2","B",527,5696,"fly",18.181818181818,"aircraft",0
139,"5f8f54f056dee01a45a09147",2,"Read Version B","PLANE","aircraft","Study2","B",1527,1055,"",0,"aircraft",0
139,"w10082599_LD",2,"Read Version B","PLANE","aircraft","Study2","B",2964,1596,"",0,"aircraft",0
139,"w10085323",2,"Read Version B","PLANE","aircraft","Study2","B",1162,8515,"adventure",23.529411764706,"aircraft",0
139,"5ebc9542e7dea50e8451e07b",2,"Read Version B","PLANE","aircraft","Study2","B",1376,3359,"fly",18.181818181818,"aircraft",0
139,"w10077356JS",2,"Read Version B","PLANE","aircraft","Study2","B",3885,3429,"crash",46.153846153846,"aircraft",0
140,"10084195jh",2,"Read Version B","POP","balloon","Study2","B",814,3914,"smoke",16.666666666667,"balloon",0
