"id","x","key","percent_match","scored"
"5c6427f1327a7600010b071e","tuck","tuck","1",1
"5da179412996110016d853d5","","tuck","0",0
"5e1777e09debf50892de6585","","tuck","0",0
"5e75f60ae9644415b9b3669a","deny","tuck","0",0
"5ec848e98af2e014101df8e5","","tuck","0",0
"5ede7d5c5b5d620e7a1d1ccf","","tuck","0",0
"5eea09b8178b96000c1102d9","do","tuck","0",0
"5efcde0e87c4ec0ee472c936","dont","tuck","0.25",0
"5c6427f1327a7600010b071e","design","design","1",1
"5da179412996110016d853d5","castle","design","0.333333333333333",0
"5e1777e09debf50892de6585","building","design","0.5",0
"5e75f60ae9644415b9b3669a","building","design","0.5",0
"5ec848e98af2e014101df8e5","","design","0",0
"5ede7d5c5b5d620e7a1d1ccf","buildi g","design","0.375",0
"5eea09b8178b96000c1102d9","building","design","0.5",0
"5efcde0e87c4ec0ee472c936","building","design","0.5",0
"5c6427f1327a7600010b071e","","lion","0",0
"5da179412996110016d853d5","","lion","0",0
"5e1777e09debf50892de6585","lion","lion","1",1
"5e75f60ae9644415b9b3669a","crafts","lion","0",0
"5ec848e98af2e014101df8e5","","lion","0",0
"5ede7d5c5b5d620e7a1d1ccf","painting","lion","0.25",0
"5eea09b8178b96000c1102d9","lion","lion","1",1
"5efcde0e87c4ec0ee472c936","gallery","lion","0.142857142857143",0
"5c6427f1327a7600010b071e","","bronze","0",0
"5da179412996110016d853d5","","bronze","0",0
"5e1777e09debf50892de6585","heart","bronze","0.333333333333333",0
"5e75f60ae9644415b9b3669a","vein","bronze","0.333333333333333",0
"5ec848e98af2e014101df8e5","","bronze","0",0
"5ede7d5c5b5d620e7a1d1ccf","","bronze","0",0
"5eea09b8178b96000c1102d9","heart","bronze","0.333333333333333",0
"5efcde0e87c4ec0ee472c936","heart","bronze","0.333333333333333",0
"5c6427f1327a7600010b071e","child","child","1",1
"5da179412996110016d853d5","child","child","1",1
"5e1777e09debf50892de6585","nap","child","0",0
"5e75f60ae9644415b9b3669a","cries","child","0.4",0
"5ec848e98af2e014101df8e5","child","child","1",1
"5ede7d5c5b5d620e7a1d1ccf","child","child","1",1
"5eea09b8178b96000c1102d9","child","child","1",1
"5efcde0e87c4ec0ee472c936","child","child","1",1
"5c6427f1327a7600010b071e","","racket","0",0
"5da179412996110016d853d5","","racket","0",0
"5e1777e09debf50892de6585","park","racket","0.5",0
"5e75f60ae9644415b9b3669a","park","racket","0.5",0
"5ec848e98af2e014101df8e5","field","racket","0.166666666666667",0
"5ede7d5c5b5d620e7a1d1ccf","ply","racket","0",0
"5eea09b8178b96000c1102d9","foot","racket","0.166666666666667",0
"5efcde0e87c4ec0ee472c936","basket","racket","0.666666666666667",0
"5c6427f1327a7600010b071e","toilet","toilet","1",1
"5da179412996110016d853d5","toilet","toilet","1",1
"5e1777e09debf50892de6585","toilet","toilet","1",1
"5e75f60ae9644415b9b3669a","toliet","toilet","1",1
"5ec848e98af2e014101df8e5","","toilet","0",0
"5ede7d5c5b5d620e7a1d1ccf","clean","toilet","0.333333333333333",0
"5eea09b8178b96000c1102d9","sink","toilet","0.166666666666667",0
"5efcde0e87c4ec0ee472c936","toilet ","toilet","0.857142857142857",1
"5c6427f1327a7600010b071e","end","end","1",1
"5da179412996110016d853d5","","end","0",0
"5e1777e09debf50892de6585","end","end","1",1
"5e75f60ae9644415b9b3669a","alive","end","0.2",0
"5ec848e98af2e014101df8e5","end","end","1",1
"5ede7d5c5b5d620e7a1d1ccf","finish","end","0.166666666666667",0
"5eea09b8178b96000c1102d9","finish","end","0.166666666666667",0
"5efcde0e87c4ec0ee472c936","start","end","0",0
"5c6427f1327a7600010b071e","","cold","0",0
"5da179412996110016d853d5","","cold","0",0
"5e1777e09debf50892de6585","","cold","0",0
"5e75f60ae9644415b9b3669a","sweert","cold","0",0
"5ec848e98af2e014101df8e5","sweet","cold","0",0
"5ede7d5c5b5d620e7a1d1ccf","sweet","cold","0",0
"5eea09b8178b96000c1102d9","sweet","cold","0",0
"5efcde0e87c4ec0ee472c936","bear","cold","0",0
"5c6427f1327a7600010b071e","","wind","0",0
"5da179412996110016d853d5","","wind","0",0
"5e1777e09debf50892de6585","","wind","0",0
"5e75f60ae9644415b9b3669a","wind","wind","1",1
"5ec848e98af2e014101df8e5","","wind","0",0
"5ede7d5c5b5d620e7a1d1ccf","","wind","0",0
"5eea09b8178b96000c1102d9","","wind","0",0
"5efcde0e87c4ec0ee472c936","kiss","wind","0.25",0
"5c6427f1327a7600010b071e","water","water","1",1
"5da179412996110016d853d5","","water","0",0
"5e1777e09debf50892de6585","","water","0",0
"5e75f60ae9644415b9b3669a","crossing","water","0.125",0
"5ec848e98af2e014101df8e5","","water","0",0
"5ede7d5c5b5d620e7a1d1ccf","walk","water","0.4",0
"5eea09b8178b96000c1102d9","","water","0",0
"5efcde0e87c4ec0ee472c936","wter","water","0.8",1
"5c6427f1327a7600010b071e","wasp","wasp","1",1
"5da179412996110016d853d5","wasp","wasp","1",1
"5e1777e09debf50892de6585","","wasp","0",0
"5e75f60ae9644415b9b3669a","sting","wasp","0.2",0
"5ec848e98af2e014101df8e5","","wasp","0",0
"5ede7d5c5b5d620e7a1d1ccf","spider","wasp","0.333333333333333",0
"5eea09b8178b96000c1102d9","wasp","wasp","1",1
"5efcde0e87c4ec0ee472c936","life","wasp","0",0
"5c6427f1327a7600010b071e","life","would","0.2",0
"5da179412996110016d853d5","","would","0",0
"5e1777e09debf50892de6585","wage","would","0.2",0
"5e75f60ae9644415b9b3669a","card","would","0.2",0
"5ec848e98af2e014101df8e5","","would","0",0
"5ede7d5c5b5d620e7a1d1ccf","card","would","0.2",0
"5eea09b8178b96000c1102d9","money","would","0.2",0
"5efcde0e87c4ec0ee472c936","money","would","0.2",0
"5c6427f1327a7600010b071e","hammer","hammer","1",1
"5da179412996110016d853d5","","hammer","0",0
"5e1777e09debf50892de6585","","hammer","0",0
"5e75f60ae9644415b9b3669a","hammer","hammer","1",1
"5ec848e98af2e014101df8e5","hammer","hammer","1",1
"5ede7d5c5b5d620e7a1d1ccf","tools","hammer","0",0
"5eea09b8178b96000c1102d9","","hammer","0",0
"5efcde0e87c4ec0ee472c936","hamer","hammer","0.833333333333333",1
"5c6427f1327a7600010b071e","","round","0",0
"5da179412996110016d853d5","","round","0",0
"5e1777e09debf50892de6585","ball","round","0",0
"5e75f60ae9644415b9b3669a","sphere","round","0.166666666666667",0
"5ec848e98af2e014101df8e5","square","round","0.333333333333333",0
"5ede7d5c5b5d620e7a1d1ccf","square","round","0.333333333333333",0
"5eea09b8178b96000c1102d9","","round","0",0
"5efcde0e87c4ec0ee472c936","round","round","1",1
"5c6427f1327a7600010b071e","","attire","0",0
"5da179412996110016d853d5","","attire","0",0
"5e1777e09debf50892de6585","fit","attire","0.333333333333333",0
"5e75f60ae9644415b9b3669a","dress","attire","0.333333333333333",0
"5ec848e98af2e014101df8e5","","attire","0",0
"5ede7d5c5b5d620e7a1d1ccf","","attire","0",0
"5eea09b8178b96000c1102d9","","attire","0",0
"5efcde0e87c4ec0ee472c936","store","attire","0.5",0
"5c6427f1327a7600010b071e","","card","0",0
"5da179412996110016d853d5","card","card","1",1
"5e1777e09debf50892de6585","card","card","1",1
"5e75f60ae9644415b9b3669a","card","card","1",1
"5ec848e98af2e014101df8e5","","card","0",0
"5ede7d5c5b5d620e7a1d1ccf","card","card","1",1
"5eea09b8178b96000c1102d9","card","card","1",1
"5efcde0e87c4ec0ee472c936","card","card","1",1
"5c6427f1327a7600010b071e","","cave","0",0
"5da179412996110016d853d5","","cave","0",0
"5e1777e09debf50892de6585","","cave","0",0
"5e75f60ae9644415b9b3669a","light","cave","0",0
"5ec848e98af2e014101df8e5","","cave","0",0
"5ede7d5c5b5d620e7a1d1ccf","light","cave","0",0
"5eea09b8178b96000c1102d9","sad","cave","0.25",0
